Code,Description
12335,"Iron Mountain/Kingsfd, MI: Ford"
12336,"Auburn, IN: De Kalb County"
12337,"Indianapolis, IN: Indianapolis Executive"
12338,"Yinchuan, China: Hedong"
12339,"Indianapolis, IN: Indianapolis International"
12340,"In Guezzam, Algeria: In Guezzam Airport"
12341,"Lago Argentino, Argentina: Lago Argentino Airport"
12342,"Inhambane, Mozambique: Inhambane Airport"
12343,"International Falls, MN: Falls International Einarson Field"
12344,"Innsbruck, Austria: Innsbruck Airport"
12345,"Inongo, Congo (Kinshasa): Inongo Airport"
12347,"Indian Springs, NV: Creech AFB"
12348,"Winston-Salem, NC: Smith Reynolds"
12349,"Nauru, Nauru: Nauru Island"
12350,"Inverness, United Kingdom: Inverness Airport"
12351,"Winslow, AZ: Winslow-Lindbergh Regional"
12352,"Ioannina, Greece: Ioannina Airport"
12353,"Isle of Man, United Kingdom: Isle of Man Airport"
12354,"Impfondo, Congo (Brazaville): Impfondo Airport"
12355,"Inishmore, Ireland: Inishmore Airport"
12356,"Ilheus, Brazil: Bahia-Jorge Amado"
12357,"Ile Ouen, New Caledonia: Ile Ouen Airport"
12358,"Iowa City, IA: Iowa City Municipal"
12359,"Easter Island, Chile: Mataveri International"
12360,"Ipil, Philippines: Ipil Airport"
12361,"Ipoh, Malaysia: Ipoh Sultan Azlan Shah"
12362,"Ipiales, Colombia: San Luis"
12363,"El Centro, CA: Imperial County"
12364,"Ipatinga, Brazil: Usiminas"
12365,"Williamsport, PA: Williamsport Regional"
12366,"Al Taqaddum, Iraq: Al Taqaddum AB"
12367,"Al Asad, Iraq: Al Asad AB"
12368,"Iquique, Chile: Diego Aracena International"
12369,"Iquitos, Peru: Coronel Francisco Secada Vignetta International"
12370,"Circle, AK: Circle City"
12371,"Ishurdi, Bangladesh: Ishurdi Airport"
12372,"Iron Range, Australia: Iron Range Airport"
12373,"Iringa, Tanzania: Iringa Airport"
12374,"La Rioja, Argentina: Capitan Vicente A Almonacid"
12375,"Kirksville, MO: Kirksville Regional"
12376,"Birao, Central African Republic: Birao Airport"
12377,"Isiro, Congo (Kinshasa): Isiro Airport"
12378,"Sturgis, MI: Sturgis Airport"
12379,"Bayou La Batre, AL: Roy E. Ray"
12380,"Mount Isa, Australia: Mount Isa Airport"
12381,"Islamabad, Pakistan: Benazir Bhutto International"
12382,"Scilly Isles, United Kingdom: Scilly Isles Airport"
12383,"Ishigaki, Japan: Ishigaki Airport"
12384,"Ischia, Italy: Ischia Airport"
12385,"Isisford, Australia: Isisford Airport"
12386,"Isla Mujeres, Mexico: Isla Mujeres Airport"
12387,"Isabel Pass, AK: Isabel Pass Airport"
12388,"Orlando, FL: Kissimmee Gateway"
12389,"Williston, ND: Sloulin Field International"
12390,"Kinston, NC: Kinston Regional Jetport at Stallings Field"
12391,"Islip, NY: Long Island MacArthur"
12392,"Manistique, MI: Schoolcraft County"
12393,"Istres, France: Istres Le Tube"
12394,"Wiscasset, ME: Wiscasset Airport"
12395,"Istanbul, Turkey: Ataturk"
12396,"Wisconsin Rapids, WI: Alexander Field South Wood County"
12397,"Ithaca/Cortland, NY: Ithaca Tompkins Regional"
12400,"Osaka, Japan: Osaka International"
12401,"Itabuna, Brazil: Itabuna Airport"
12402,"Hilo, HI: Hilo International"
12403,"Itaqui, Brazil: Itaqui Airport"
12404,"Niue Island, Niue: Niue International"
12405,"Inus, Papua New Guinea: Inus Airport"
12406,"Ambanja, Madagascar: Ambanja/Ambalavelona"
12407,"Invercargill, New Zealand: Invercargill Airport"
12408,"Berane, Montenegro: Berane Airport"
12409,"Ivalo, Finland: Ivalo Airport"
12410,"Inverell, Australia: Inverell Airport"
12411,"Ivanovo, Russia: Ivanovo Airport"
12412,"Ironwood, MI: Gogebic-Iron County"
